Brand,Processor,RAM (GB),Storage,GPU,Screen Size (inch),Resolution,Battery Life (hours),Weight (kg),Operating System,Price ($)
MSI,AMD Ryzen 9,8,2TB SSD,Nvidia RTX 3060,13.3,2560x1440,7.4,1.62,FreeDOS,2534.1
Lenovo,Intel i3,4,1TB HDD,Integrated,13.3,1920x1080,4.3,3.47,FreeDOS,570.19
Dell,Intel i3,4,512GB SSD,Nvidia RTX 3060,15.6,3840x2160,4.5,2.94,Windows,1304.67
Lenovo,Intel i7,32,1TB SSD,AMD Radeon RX 6600,15.6,2560x1440,10.0,1.39,FreeDOS,2672.98
Acer,AMD Ryzen 3,64,256GB SSD,Nvidia GTX 1650,15.6,1920x1080,10.6,3.13,Linux,2256.52
Lenovo,Intel i3,4,256GB SSD,Nvidia RTX 3080,14.0,3840x2160,9.9,2.06,macOS,1375.47
Samsung,Intel i5,32,1TB SSD,Integrated,15.6,3840x2160,9.0,1.96,Windows,1945.89
Microsoft,Intel i5,32,512GB SSD,Nvidia GTX 1650,15.6,2560x1440,8.2,3.39,Windows,2122.32
HP,AMD Ryzen 7,8,512GB SSD,Integrated,15.6,3840x2160,4.7,2.16,Windows,1531.94
Asus,AMD Ryzen 5,8,512GB SSD,Integrated,16.0,1366x768,9.6,2.02,FreeDOS,628.5
Microsoft,AMD Ryzen 3,16,2TB SSD,Integrated,16.0,2560x1440,4.2,2.84,macOS,876.28
Samsung,Intel i7,32,256GB SSD,AMD Radeon RX 6800,13.3,2560x1440,5.8,3.04,Windows,2485.7
Lenovo,Intel i3,64,256GB SSD,AMD Radeon RX 6600,17.3,2560x1440,5.4,2.58,macOS,2678.16
HP,Intel i5,4,1TB HDD,Integrated,17.3,3840x2160,10.0,1.98,FreeDOS,1002.59
Razer,Intel i9,16,256GB SSD,Nvidia GTX 1650,17.3,2560x1440,5.1,2.85,macOS,3689.72
Microsoft,AMD Ryzen 5,4,1TB SSD,Nvidia RTX 3080,14.0,2560x1440,11.4,2.43,macOS,1179.64
MSI,AMD Ryzen 9,8,512GB SSD,Integrated,15.6,1366x768,5.5,2.04,Linux,1478.92
Razer,Intel i5,64,512GB SSD,Nvidia GTX 1650,13.3,3840x2160,7.2,2.47,macOS,5584.02
Samsung,AMD Ryzen 3,64,1TB SSD,AMD Radeon RX 6800,16.0,1920x1080,10.5,3.39,macOS,2288.28
Asus,AMD Ryzen 9,4,1TB HDD,AMD Radeon RX 6800,13.3,1366x768,6.3,3.42,macOS,971.17
Acer,AMD Ryzen 3,32,1TB SSD,Nvidia RTX 3080,13.3,2560x1440,9.8,1.36,Linux,1542.42
MSI,AMD Ryzen 7,64,2TB SSD,Nvidia GTX 1650,13.3,2560x1440,9.1,3.24,Windows,4811.58
MSI,AMD Ryzen 7,16,1TB HDD,Nvidia RTX 3080,13.3,1920x1080,9.0,2.48,Linux,1762.36
Samsung,Intel i7,64,256GB SSD,Nvidia GTX 1650,13.3,1366x768,8.4,2.44,FreeDOS,2388.74
Razer,Intel i7,16,1TB HDD,Nvidia RTX 3060,13.3,2560x1440,10.9,2.45,Windows,2223.47
Dell,Intel i3,16,1TB SSD,Nvidia RTX 2060,15.6,1366x768,7.5,2.27,Linux,929.16
Lenovo,AMD Ryzen 3,8,2TB SSD,AMD Radeon RX 6600,13.3,2560x1440,8.5,1.64,Linux,1179.89
MSI,AMD Ryzen 9,16,1TB SSD,Nvidia RTX 3080,14.0,1366x768,5.3,1.9,Linux,2237.93
Microsoft,AMD Ryzen 5,4,1TB HDD,Integrated,13.3,1366x768,7.6,2.55,FreeDOS,433.1
Asus,AMD Ryzen 5,4,2TB SSD,Nvidia RTX 2060,14.0,2560x1440,5.8,2.95,Windows,1130.14
Samsung,AMD Ryzen 3,32,1TB SSD,Nvidia RTX 2060,15.6,2560x1440,5.0,1.57,FreeDOS,1715.85
Lenovo,Intel i9,32,2TB SSD,Nvidia GTX 1650,15.6,1366x768,7.4,2.63,macOS,2417.65
HP,Intel i7,8,256GB SSD,Nvidia RTX 3060,13.3,1920x1080,5.1,2.95,Windows,1308.38
Lenovo,Intel i5,8,512GB SSD,Nvidia GTX 1650,16.0,3840x2160,5.3,1.28,FreeDOS,1909.19
HP,Intel i7,32,1TB SSD,Nvidia RTX 3080,14.0,1366x768,10.4,2.09,Windows,1540.29
Razer,Intel i3,4,1TB SSD,Nvidia RTX 3060,16.0,3840x2160,10.9,3.09,FreeDOS,1792.5
Dell,Intel i7,32,256GB SSD,AMD Radeon RX 6600,16.0,2560x1440,8.8,3.08,Windows,2685.25
Apple,AMD Ryzen 5,32,2TB SSD,Nvidia GTX 1650,13.3,1366x768,5.6,2.21,Windows,2089.57
HP,AMD Ryzen 5,32,1TB HDD,Nvidia RTX 2060,16.0,3840x2160,9.8,1.99,FreeDOS,2571.0
Acer,AMD Ryzen 3,32,512GB SSD,AMD Radeon RX 6800,13.3,3840x2160,10.0,1.76,macOS,2171.37
Acer,AMD Ryzen 3,4,512GB SSD,Nvidia GTX 1650,16.0,1920x1080,7.1,1.73,macOS,975.8
Lenovo,AMD Ryzen 9,16,2TB SSD,Nvidia RTX 3060,14.0,2560x1440,9.5,1.71,Linux,2591.23
Samsung,AMD Ryzen 3,16,512GB SSD,Nvidia RTX 3080,13.3,1366x768,6.5,3.39,macOS,899.35
Apple,AMD Ryzen 5,64,1TB HDD,Nvidia RTX 2060,17.3,1920x1080,10.2,1.82,macOS,3113.95
Razer,Intel i9,32,1TB SSD,Integrated,13.3,1920x1080,11.9,2.67,FreeDOS,2582.9
MSI,Intel i9,16,1TB SSD,AMD Radeon RX 6800,14.0,3840x2160,6.0,1.45,FreeDOS,4381.94
Lenovo,AMD Ryzen 5,16,1TB SSD,Nvidia GTX 1650,16.0,2560x1440,10.9,2.96,Windows,1749.9
Acer,AMD Ryzen 3,64,1TB HDD,Nvidia RTX 3060,16.0,3840x2160,4.2,1.48,FreeDOS,2938.49
Asus,AMD Ryzen 7,32,1TB HDD,Nvidia RTX 2060,17.3,3840x2160,8.2,1.67,Windows,2986.8
HP,AMD Ryzen 3,8,2TB SSD,Integrated,17.3,1366x768,8.4,2.21,Linux,664.95
Dell,Intel i7,32,1TB HDD,Integrated,17.3,1920x1080,4.6,3.49,Windows,1251.12
Acer,AMD Ryzen 3,16,256GB SSD,Nvidia GTX 1650,14.0,1366x768,7.6,1.38,Linux,1005.49
Apple,Intel i5,8,256GB SSD,Nvidia RTX 2060,16.0,3840x2160,9.4,2.78,Linux,2769.9
Microsoft,AMD Ryzen 9,4,1TB HDD,Integrated,13.3,1920x1080,9.5,2.03,Windows,711.91
MSI,Intel i7,64,1TB HDD,Nvidia RTX 2060,15.6,3840x2160,11.1,1.25,Windows,5839.74
Lenovo,Intel i5,32,256GB SSD,Nvidia RTX 2060,17.3,2560x1440,11.4,2.68,Linux,2086.1
Razer,Intel i9,16,1TB HDD,Integrated,13.3,3840x2160,10.2,1.34,FreeDOS,2421.03
MSI,AMD Ryzen 7,4,512GB SSD,AMD Radeon RX 6600,13.3,2560x1440,7.8,3.41,macOS,1925.09
Dell,Intel i7,4,2TB SSD,Nvidia RTX 3080,14.0,2560x1440,7.5,3.04,Windows,1469.68
Apple,Intel i5,32,256GB SSD,Nvidia GTX 1650,17.3,2560x1440,9.3,1.8,Linux,3354.67
Asus,Intel i9,64,512GB SSD,AMD Radeon RX 6800,13.3,3840x2160,4.1,3.23,FreeDOS,6653.69
Samsung,Intel i9,16,256GB SSD,Nvidia RTX 3080,16.0,3840x2160,9.9,1.55,Windows,3478.09
MSI,AMD Ryzen 9,4,1TB HDD,AMD Radeon RX 6800,14.0,3840x2160,11.3,2.26,macOS,2689.4
MSI,Intel i5,64,512GB SSD,AMD Radeon RX 6600,17.3,1920x1080,4.7,2.94,macOS,3449.29
Samsung,Intel i7,64,256GB SSD,AMD Radeon RX 6600,14.0,3840x2160,7.6,2.82,Windows,4870.14
Samsung,AMD Ryzen 5,64,1TB HDD,Integrated,14.0,1920x1080,11.8,3.27,FreeDOS,1407.66
HP,Intel i3,16,2TB SSD,Integrated,14.0,2560x1440,7.5,3.48,macOS,899.34
Dell,AMD Ryzen 7,16,512GB SSD,Nvidia GTX 1650,14.0,1920x1080,8.6,2.53,Linux,1540.5
Microsoft,Intel i5,16,1TB HDD,Nvidia GTX 1650,13.3,1366x768,5.4,2.85,Windows,940.32
Apple,AMD Ryzen 7,16,256GB SSD,Nvidia RTX 3080,17.3,1920x1080,11.5,1.64,Windows,2509.35
HP,Intel i7,32,256GB SSD,Nvidia RTX 3080,15.6,1920x1080,10.5,2.36,Linux,2206.15
Apple,Intel i7,4,256GB SSD,Nvidia RTX 2060,17.3,1366x768,7.1,3.33,macOS,1598.92
MSI,AMD Ryzen 9,4,1TB SSD,Nvidia RTX 3080,14.0,1920x1080,4.6,2.68,macOS,1926.78
Dell,AMD Ryzen 3,64,1TB HDD,Nvidia RTX 3080,15.6,2560x1440,9.7,3.24,FreeDOS,2221.38
Samsung,Intel i5,64,1TB SSD,Nvidia GTX 1650,16.0,2560x1440,4.7,2.74,FreeDOS,3326.04
MSI,AMD Ryzen 9,16,512GB SSD,Nvidia GTX 1650,13.3,3840x2160,6.3,1.88,FreeDOS,4238.65
MSI,Intel i5,16,1TB SSD,Integrated,17.3,2560x1440,10.3,3.34,Linux,1411.27
Razer,Intel i5,64,512GB SSD,Nvidia RTX 3060,13.3,2560x1440,11.4,3.36,FreeDOS,4235.61
Lenovo,AMD Ryzen 3,32,256GB SSD,Nvidia RTX 2060,16.0,1920x1080,5.3,3.41,macOS,1490.24
Apple,Intel i9,32,512GB SSD,Nvidia GTX 1650,15.6,1920x1080,8.1,3.45,Linux,4363.48
Lenovo,AMD Ryzen 9,16,512GB SSD,Integrated,13.3,3840x2160,7.5,3.44,macOS,2158.93
HP,AMD Ryzen 9,16,1TB SSD,Nvidia RTX 2060,17.3,1920x1080,9.6,1.37,macOS,2112.45
Samsung,Intel i3,32,256GB SSD,AMD Radeon RX 6800,16.0,1366x768,5.3,2.45,macOS,1333.66
Razer,AMD Ryzen 3,4,1TB SSD,AMD Radeon RX 6800,14.0,2560x1440,4.3,1.64,macOS,1426.7
Dell,AMD Ryzen 5,16,1TB SSD,Nvidia RTX 2060,17.3,3840x2160,9.9,2.71,macOS,2198.73
Asus,AMD Ryzen 5,8,1TB SSD,Nvidia RTX 3080,15.6,1366x768,9.5,3.39,FreeDOS,988.01
MSI,Intel i7,32,1TB SSD,Nvidia RTX 3060,17.3,2560x1440,11.9,3.4,Linux,3432.75
Samsung,Intel i9,4,1TB SSD,Nvidia RTX 3080,14.0,1366x768,9.3,2.94,macOS,1196.02
Dell,Intel i3,8,2TB SSD,Nvidia RTX 2060,17.3,3840x2160,4.9,3.02,Linux,1628.8
Asus,AMD Ryzen 9,8,1TB HDD,Nvidia RTX 3080,15.6,3840x2160,8.6,3.16,Windows,2522.04
Samsung,AMD Ryzen 9,4,2TB SSD,Nvidia RTX 3080,15.6,1920x1080,12.0,3.06,Linux,1538.39
Acer,AMD Ryzen 5,16,1TB SSD,Integrated,14.0,1920x1080,5.0,2.6,Linux,763.81
Lenovo,Intel i9,32,1TB SSD,Nvidia GTX 1650,15.6,1920x1080,8.9,1.49,macOS,3018.0
Microsoft,Intel i5,8,512GB SSD,AMD Radeon RX 6600,17.3,3840x2160,7.7,3.06,Linux,1699.48
Asus,Intel i3,32,256GB SSD,AMD Radeon RX 6800,14.0,1366x768,10.3,3.37,Linux,1047.93
Samsung,Intel i3,4,2TB SSD,Nvidia RTX 3080,13.3,2560x1440,8.6,3.24,macOS,1005.94
Microsoft,Intel i5,4,1TB HDD,AMD Radeon RX 6800,13.3,1366x768,8.9,2.16,Linux,512.54
Acer,Intel i5,8,512GB SSD,Nvidia GTX 1650,16.0,1920x1080,11.0,1.78,Windows,980.33
MSI,AMD Ryzen 7,64,1TB SSD,AMD Radeon RX 6800,13.3,3840x2160,6.9,1.42,macOS,6322.61
MSI,AMD Ryzen 7,4,1TB HDD,AMD Radeon RX 6600,17.3,1366x768,5.4,1.56,macOS,1281.94
Acer,Intel i5,16,256GB SSD,Nvidia GTX 1650,13.3,1366x768,7.9,2.48,Windows,1010.14
Samsung,AMD Ryzen 9,8,256GB SSD,AMD Radeon RX 6600,17.3,1920x1080,5.2,2.18,macOS,1870.78
Apple,Intel i3,16,256GB SSD,Nvidia GTX 1650,16.0,1366x768,8.4,1.57,macOS,1530.66
Samsung,Intel i9,16,1TB SSD,Nvidia RTX 2060,17.3,1366x768,8.3,1.7,Windows,1956.9
Asus,AMD Ryzen 5,8,256GB SSD,Nvidia RTX 3060,14.0,1920x1080,5.4,2.56,macOS,902.04
Lenovo,Intel i5,64,256GB SSD,Nvidia RTX 3060,17.3,1920x1080,6.7,1.78,FreeDOS,2719.82
Acer,AMD Ryzen 3,8,1TB SSD,Nvidia RTX 3080,14.0,1366x768,5.8,1.49,FreeDOS,658.31
HP,Intel i3,32,256GB SSD,Nvidia GTX 1650,15.6,1920x1080,10.2,2.74,Linux,1417.99
Apple,AMD Ryzen 3,8,256GB SSD,Integrated,15.6,1366x768,11.0,2.85,Linux,871.55
Apple,Intel i7,32,512GB SSD,Nvidia RTX 2060,15.6,1920x1080,9.9,2.19,Linux,3259.99
Lenovo,Intel i7,8,512GB SSD,AMD Radeon RX 6800,14.0,1366x768,11.6,3.24,Linux,1173.27
Acer,Intel i9,16,1TB HDD,Nvidia RTX 3060,15.6,3840x2160,11.9,1.44,macOS,3088.16
Lenovo,Intel i7,4,2TB SSD,Nvidia GTX 1650,17.3,1366x768,4.9,2.83,Windows,1009.9
HP,AMD Ryzen 7,64,1TB HDD,AMD Radeon RX 6800,17.3,2560x1440,5.4,2.14,macOS,3299.2
Dell,Intel i5,4,512GB SSD,Nvidia RTX 3060,14.0,3840x2160,9.9,3.29,Windows,1622.71
Apple,Intel i7,32,2TB SSD,Integrated,17.3,1920x1080,7.3,3.01,Windows,2204.43
Acer,Intel i5,8,2TB SSD,Nvidia GTX 1650,15.6,1366x768,10.6,2.57,macOS,953.16
Asus,Intel i7,16,2TB SSD,Nvidia RTX 3060,13.3,1920x1080,10.9,1.68,macOS,1371.23
Asus,AMD Ryzen 5,16,1TB HDD,Nvidia RTX 3080,15.6,2560x1440,4.9,3.04,FreeDOS,1340.83
MSI,AMD Ryzen 5,16,256GB SSD,Nvidia RTX 3060,16.0,1920x1080,7.6,3.49,Windows,1689.42
Asus,Intel i3,32,256GB SSD,AMD Radeon RX 6600,15.6,1366x768,11.6,2.53,Linux,1259.03
Acer,AMD Ryzen 7,32,256GB SSD,AMD Radeon RX 6600,15.6,1366x768,7.2,2.04,Windows,1829.73
Acer,AMD Ryzen 5,4,2TB SSD,AMD Radeon RX 6800,13.3,2560x1440,12.0,3.46,macOS,1023.32
Asus,AMD Ryzen 9,8,1TB SSD,AMD Radeon RX 6600,16.0,2560x1440,7.8,1.43,Linux,2335.21
Apple,Intel i5,8,2TB SSD,Nvidia RTX 3060,14.0,2560x1440,10.5,2.55,FreeDOS,1844.04
Acer,AMD Ryzen 7,16,512GB SSD,Integrated,15.6,1366x768,9.7,2.82,macOS,909.83
Acer,AMD Ryzen 5,4,2TB SSD,AMD Radeon RX 6800,13.3,1920x1080,4.1,2.98,Linux,1036.89
HP,AMD Ryzen 9,8,1TB HDD,AMD Radeon RX 6800,14.0,3840x2160,5.3,3.45,macOS,2267.41
Acer,Intel i3,4,256GB SSD,Nvidia RTX 2060,13.3,3840x2160,4.5,2.02,Windows,1354.87
Lenovo,AMD Ryzen 9,8,2TB SSD,Nvidia GTX 1650,13.3,2560x1440,7.3,1.26,Windows,2104.67
Razer,AMD Ryzen 7,16,512GB SSD,AMD Radeon RX 6600,13.3,3840x2160,6.6,2.35,macOS,3324.46
Dell,Intel i3,64,1TB SSD,AMD Radeon RX 6600,16.0,3840x2160,11.0,2.45,Windows,3692.19
Microsoft,AMD Ryzen 3,8,1TB SSD,AMD Radeon RX 6800,16.0,1366x768,10.7,2.54,Linux,694.21
MSI,AMD Ryzen 9,4,2TB SSD,Nvidia RTX 2060,16.0,1920x1080,10.0,2.64,Windows,1993.2
Acer,AMD Ryzen 3,8,512GB SSD,Nvidia RTX 3060,15.6,2560x1440,10.3,2.41,Windows,1233.15
MSI,Intel i5,32,256GB SSD,Nvidia RTX 3060,14.0,1920x1080,11.8,3.38,Linux,2172.33
Samsung,AMD Ryzen 5,32,2TB SSD,AMD Radeon RX 6600,13.3,1366x768,10.9,1.26,Linux,1404.95
Apple,AMD Ryzen 5,16,512GB SSD,AMD Radeon RX 6600,14.0,1366x768,4.4,2.58,Windows,1456.93
Apple,Intel i3,64,1TB SSD,Nvidia GTX 1650,13.3,1366x768,7.3,2.19,Linux,2330.56
Acer,AMD Ryzen 7,16,256GB SSD,Nvidia RTX 3060,15.6,1920x1080,4.1,3.18,Linux,1771.93
Microsoft,Intel i5,8,1TB HDD,Integrated,16.0,3840x2160,10.9,2.82,FreeDOS,953.1
Lenovo,Intel i3,32,1TB SSD,Nvidia RTX 2060,16.0,2560x1440,7.7,3.09,macOS,1721.44
Acer,Intel i9,4,2TB SSD,Nvidia RTX 3060,13.3,1920x1080,6.0,2.56,Linux,1616.72
Apple,Intel i3,16,256GB SSD,Nvidia RTX 2060,13.3,1920x1080,6.4,3.34,macOS,1380.11
Apple,Intel i7,4,256GB SSD,Nvidia RTX 3080,15.6,1366x768,10.4,1.52,macOS,1602.99
Apple,AMD Ryzen 5,8,2TB SSD,AMD Radeon RX 6600,16.0,3840x2160,6.6,3.07,Windows,2742.34
Asus,Intel i5,32,256GB SSD,AMD Radeon RX 6600,13.3,3840x2160,4.1,1.4,Linux,2697.23
Acer,Intel i3,8,2TB SSD,Nvidia RTX 3060,13.3,3840x2160,4.4,2.22,FreeDOS,1338.55
Lenovo,Intel i9,64,2TB SSD,Nvidia RTX 3060,15.6,1920x1080,10.5,2.14,Windows,4382.43
Razer,AMD Ryzen 9,16,2TB SSD,AMD Radeon RX 6800,14.0,1366x768,8.0,2.28,FreeDOS,2411.47
Acer,AMD Ryzen 9,32,1TB SSD,AMD Radeon RX 6800,14.0,3840x2160,5.5,3.07,Windows,4321.8
Apple,Intel i5,8,256GB SSD,AMD Radeon RX 6800,13.3,3840x2160,10.8,2.53,FreeDOS,2384.35
HP,AMD Ryzen 7,16,256GB SSD,Nvidia RTX 3060,14.0,3840x2160,8.0,3.28,Windows,2490.17
Lenovo,Intel i5,4,1TB SSD,Nvidia RTX 2060,15.6,3840x2160,8.0,1.75,Windows,1766.02
MSI,AMD Ryzen 7,4,1TB HDD,AMD Radeon RX 6600,13.3,1920x1080,10.0,1.97,Windows,1094.24
Lenovo,AMD Ryzen 3,32,2TB SSD,Nvidia RTX 3080,14.0,2560x1440,7.2,2.35,Linux,1717.34
Samsung,AMD Ryzen 5,64,1TB SSD,AMD Radeon RX 6800,15.6,3840x2160,7.6,2.3,Linux,4294.35
HP,Intel i3,64,512GB SSD,AMD Radeon RX 6600,14.0,2560x1440,8.2,1.57,Windows,2376.1
Dell,Intel i7,16,2TB SSD,Nvidia GTX 1650,13.3,2560x1440,5.6,1.84,Linux,1864.48
MSI,Intel i9,32,256GB SSD,Nvidia RTX 3060,15.6,3840x2160,7.5,2.5,Windows,6183.8
Apple,AMD Ryzen 7,32,2TB SSD,Nvidia RTX 2060,15.6,1366x768,4.5,2.27,FreeDOS,2817.86
Samsung,AMD Ryzen 7,4,1TB SSD,Nvidia RTX 3060,15.6,3840x2160,7.1,2.97,FreeDOS,2191.14
HP,Intel i3,32,1TB SSD,Nvidia RTX 2060,14.0,1920x1080,11.0,1.41,macOS,1460.25
Razer,AMD Ryzen 5,8,2TB SSD,Integrated,17.3,2560x1440,4.9,1.38,macOS,1237.28
Apple,Intel i5,32,2TB SSD,AMD Radeon RX 6800,17.3,2560x1440,5.9,1.73,FreeDOS,3373.96
Lenovo,AMD Ryzen 3,16,1TB SSD,Nvidia RTX 3080,16.0,2560x1440,12.0,3.33,FreeDOS,1477.47
Acer,Intel i3,4,1TB HDD,Nvidia RTX 2060,15.6,3840x2160,7.8,1.58,macOS,1233.29
Dell,AMD Ryzen 7,4,1TB SSD,Nvidia RTX 3080,14.0,1920x1080,4.7,2.49,macOS,998.63
Lenovo,AMD Ryzen 5,64,256GB SSD,Nvidia RTX 2060,14.0,1920x1080,11.9,2.46,macOS,2400.7
Samsung,AMD Ryzen 9,4,1TB HDD,Nvidia RTX 3080,15.6,2560x1440,7.3,2.97,Linux,1796.14
Apple,AMD Ryzen 7,8,512GB SSD,Integrated,16.0,1920x1080,4.1,3.24,Windows,1434.22
Lenovo,AMD Ryzen 3,4,256GB SSD,AMD Radeon RX 6600,15.6,2560x1440,9.6,2.22,Windows,957.21
Dell,Intel i9,32,2TB SSD,Nvidia RTX 3080,17.3,1366x768,10.4,2.87,Windows,2465.06
Apple,Intel i3,4,2TB SSD,Integrated,15.6,1366x768,4.5,3.32,Linux,717.25
Asus,AMD Ryzen 7,16,1TB SSD,Nvidia RTX 3060,17.3,3840x2160,10.3,1.29,FreeDOS,2709.04
Asus,Intel i5,64,1TB SSD,Nvidia GTX 1650,14.0,1920x1080,8.3,3.34,macOS,2456.48
Lenovo,AMD Ryzen 5,64,512GB SSD,Nvidia RTX 3080,13.3,2560x1440,8.9,2.34,macOS,2825.46
Samsung,AMD Ryzen 7,64,2TB SSD,AMD Radeon RX 6600,16.0,3840x2160,5.0,2.85,FreeDOS,5530.54
Asus,AMD Ryzen 9,32,1TB SSD,Nvidia RTX 3060,16.0,1366x768,10.2,3.07,macOS,2564.78
Microsoft,AMD Ryzen 3,8,1TB SSD,Integrated,14.0,1920x1080,4.5,1.67,macOS,588.33
Apple,Intel i7,16,512GB SSD,Nvidia GTX 1650,13.3,1920x1080,4.2,1.43,Windows,2250.93
Samsung,Intel i5,32,512GB SSD,Nvidia RTX 3060,17.3,1366x768,9.1,3.22,macOS,1532.19
Dell,Intel i9,64,512GB SSD,AMD Radeon RX 6800,16.0,2560x1440,10.0,1.76,FreeDOS,5494.43
Lenovo,AMD Ryzen 7,32,1TB HDD,Integrated,17.3,1366x768,11.5,3.05,Linux,1104.26
Asus,Intel i3,32,256GB SSD,Nvidia GTX 1650,17.3,2560x1440,4.2,2.32,macOS,1875.65
Lenovo,AMD Ryzen 7,64,1TB HDD,Integrated,17.3,1920x1080,11.5,2.66,FreeDOS,1947.92
Apple,Intel i9,8,1TB SSD,Integrated,13.3,1920x1080,11.3,2.33,FreeDOS,1587.29
Lenovo,Intel i7,8,1TB SSD,Nvidia GTX 1650,15.6,2560x1440,11.3,2.55,macOS,1658.0
Lenovo,AMD Ryzen 7,64,2TB SSD,Nvidia GTX 1650,17.3,2560x1440,10.6,1.36,Windows,3965.59
Razer,AMD Ryzen 7,64,1TB HDD,Integrated,15.6,1920x1080,7.5,2.37,Windows,2622.57
Samsung,Intel i3,64,1TB HDD,AMD Radeon RX 6800,16.0,1366x768,9.8,1.27,macOS,1463.92
Asus,Intel i9,64,1TB HDD,Nvidia RTX 2060,13.3,3840x2160,6.0,1.7,Windows,5417.89
Apple,AMD Ryzen 9,8,256GB SSD,Nvidia RTX 3080,13.3,1366x768,4.9,2.5,Linux,2126.55
Asus,AMD Ryzen 7,8,2TB SSD,AMD Radeon RX 6600,14.0,1920x1080,4.0,2.06,FreeDOS,1384.31
HP,Intel i5,16,256GB SSD,Integrated,16.0,3840x2160,4.2,2.97,FreeDOS,1492.76
Razer,AMD Ryzen 5,4,1TB HDD,Nvidia GTX 1650,16.0,2560x1440,8.7,1.54,macOS,1329.31
Acer,AMD Ryzen 7,8,512GB SSD,Integrated,17.3,2560x1440,4.1,2.42,macOS,1295.02
Microsoft,Intel i7,64,1TB SSD,Nvidia GTX 1650,17.3,2560x1440,5.8,2.56,Linux,4166.47
Apple,AMD Ryzen 5,32,1TB SSD,Nvidia RTX 3060,14.0,1920x1080,5.9,1.48,Linux,2275.38
Microsoft,Intel i7,16,1TB SSD,AMD Radeon RX 6600,13.3,2560x1440,4.2,2.83,Windows,1870.63
Asus,AMD Ryzen 5,16,512GB SSD,Nvidia RTX 3080,15.6,3840x2160,9.0,2.43,FreeDOS,2049.65
Razer,AMD Ryzen 5,32,1TB SSD,Integrated,14.0,3840x2160,4.4,3.29,FreeDOS,2400.08
Acer,AMD Ryzen 5,4,1TB SSD,Nvidia GTX 1650,14.0,1920x1080,6.6,2.75,Windows,777.51
Asus,Intel i9,32,256GB SSD,AMD Radeon RX 6600,14.0,3840x2160,8.6,3.01,FreeDOS,4503.47
Lenovo,AMD Ryzen 3,4,1TB HDD,Integrated,14.0,3840x2160,10.6,3.34,macOS,772.09
Acer,Intel i7,16,1TB SSD,AMD Radeon RX 6600,16.0,3840x2160,9.9,1.26,Windows,2744.43
Razer,Intel i3,16,256GB SSD,Nvidia GTX 1650,17.3,2560x1440,10.0,3.12,macOS,1901.96
Asus,AMD Ryzen 5,4,1TB SSD,Integrated,16.0,3840x2160,7.9,2.04,FreeDOS,1106.25
Asus,Intel i7,32,1TB SSD,Nvidia RTX 3060,13.3,1920x1080,10.0,2.47,macOS,2091.44
Dell,AMD Ryzen 7,16,256GB SSD,AMD Radeon RX 6800,13.3,2560x1440,8.8,2.86,FreeDOS,1766.27
Lenovo,AMD Ryzen 3,32,2TB SSD,AMD Radeon RX 6600,17.3,2560x1440,6.2,2.55,Linux,1764.82
Dell,AMD Ryzen 9,16,1TB HDD,Nvidia RTX 3080,16.0,1366x768,7.8,2.21,Windows,1579.49
Acer,Intel i5,32,2TB SSD,Nvidia RTX 3060,13.3,1920x1080,8.3,1.78,FreeDOS,1669.79
Dell,Intel i9,32,2TB SSD,AMD Radeon RX 6600,13.3,1366x768,7.1,1.81,Windows,2119.22
HP,AMD Ryzen 9,64,512GB SSD,Integrated,16.0,1920x1080,10.0,1.3,Linux,2892.69
Asus,AMD Ryzen 7,64,1TB SSD,AMD Radeon RX 6800,17.3,3840x2160,4.1,2.09,Linux,5433.56
Razer,AMD Ryzen 3,16,1TB HDD,Nvidia GTX 1650,16.0,1366x768,10.9,2.27,Linux,1171.84
Razer,Intel i7,32,1TB SSD,Nvidia RTX 3060,13.3,3840x2160,11.1,2.19,macOS,4454.55
Dell,Intel i7,16,2TB SSD,Nvidia GTX 1650,16.0,1366x768,11.8,1.62,macOS,1516.19
MSI,Intel i5,32,512GB SSD,Nvidia RTX 3080,15.6,1366x768,5.4,2.29,macOS,1982.49
MSI,Intel i3,4,512GB SSD,Nvidia RTX 2060,15.6,1366x768,9.8,2.28,Windows,886.46
MSI,Intel i3,16,512GB SSD,AMD Radeon RX 6800,16.0,3840x2160,6.7,1.84,Linux,2404.32
Apple,AMD Ryzen 9,4,1TB SSD,Nvidia RTX 3060,16.0,3840x2160,11.8,2.43,macOS,4071.12
Samsung,Intel i5,4,256GB SSD,Nvidia RTX 3080,13.3,1920x1080,11.5,3.08,Windows,1053.57
Microsoft,AMD Ryzen 3,8,2TB SSD,Integrated,15.6,1920x1080,4.1,3.02,macOS,679.8
Acer,AMD Ryzen 3,64,2TB SSD,AMD Radeon RX 6600,16.0,3840x2160,7.5,2.31,macOS,3648.38
Dell,Intel i9,16,2TB SSD,Nvidia RTX 3080,13.3,2560x1440,8.0,2.88,FreeDOS,2453.58
Asus,AMD Ryzen 9,8,1TB HDD,Nvidia RTX 3080,14.0,3840x2160,8.7,2.78,FreeDOS,2219.95
Dell,AMD Ryzen 3,4,512GB SSD,AMD Radeon RX 6600,15.6,1366x768,7.9,2.72,Linux,756.93
Samsung,AMD Ryzen 7,16,1TB HDD,Nvidia GTX 1650,17.3,1366x768,6.0,2.16,Linux,1262.34
